Date,IntDate,Open,High,Low,Close,Adj Close,Volume
1/24/1983,148,8.375,8.90625,7.84375,8.78125,8.78125,4164400
1/31/1983,149,8.78125,9.5,8.6875,9.5,9.5,3624800
2/7/1983,150,9.5,9.59375,8.1875,8.78125,8.78125,3113600
2/14/1983,151,8.84375,9.5,8.65625,8.9375,8.9375,3227200
2/21/1983,152,8.9375,9.8125,8.8125,9.3125,9.3125,2452800
2/28/1983,153,9.3125,9.3125,8.5625,8.75,8.75,3386000
3/7/1983,154,8.75,8.75,8.0625,8.15625,8.15625,2617200
3/14/1983,155,8.1875,9.125,8.1875,8.875,8.875,2026800
3/21/1983,156,8.96875,9.0625,8.46875,8.875,8.875,1869600
3/28/1983,157,8.84375,9.5625,8.3125,8.375,8.375,2332400
4/4/1983,158,8.25,8.46875,7.75,8.15625,8.15625,3781600
4/11/1983,159,8.28125,9.53125,8.21875,9.40625,9.40625,5216000
4/18/1983,160,9.367175,9.71875,9,9.25,9.25,2984800
4/25/1983,161,9.0625,9.53125,8.8125,9.5,9.5,1515600
5/2/1983,162,9.40625,11.59375,9.28125,11.46875,11.46875,4159600
5/9/1983,163,11.25,11.59375,10.875,11.53125,11.53125,2822000
5/16/1983,164,11.40625,11.75,11.125,11.75,11.75,2355600
5/23/1983,165,11.96875,13.25,11.71875,12.40625,12.40625,3682000
5/30/1983,166,12.125,13.5,12.09375,13.40625,13.40625,2499600
6/6/1983,167,13.375,13.65625,12.96875,13.0625,13.0625,1773200
6/13/1983,168,13.125,13.8125,12.59375,13.65625,13.65625,1119600
6/20/1983,169,13.625,16.65625,13.09375,16.0625,16.0625,3337600
6/27/1983,170,16.0625,16.625,15.25,16.15625,16.15625,3426000
7/4/1983,171,15.9375,16.1875,15.46875,15.875,15.875,1612800
7/11/1983,172,15.8125,16.40625,14.25,14.4375,14.4375,2521200
7/18/1983,173,14.3125,17.4375,13.9375,16.28125,16.28125,3315600
7/25/1983,174,16.15625,16.84375,14.53125,14.875,14.875,2158000
8/1/1983,175,14.75,15.21875,13.9375,14.1875,14.1875,2323600
8/8/1983,176,14.09375,14.34375,13.03125,14.1875,14.1875,2899600
8/15/1983,177,14.25,14.53125,13,13.6875,13.6875,2424000
8/22/1983,178,13.9375,14.8125,12.84375,14.625,14.625,2328200
8/29/1983,179,14.375,16,14.125,16,16,2681000
9/5/1983,180,16.5,16.9375,15,15.1875,15.1875,2627000
9/12/1983,181,15.875,15.875,14,15.25,15.25,3180200
9/19/1983,182,15.4375,16.375,14.8125,15.375,15.375,3089600
9/26/1983,183,15.5625,16.375,14.5,14.5,14.5,3616800
10/3/1983,184,14.625,16.3125,14.5625,16.3125,16.3125,4332400
10/10/1983,185,16.125,16.8125,15.5,16,16,2567600
10/17/1983,186,16.25,16.5625,14,14.75,14.75,4086200
10/24/1983,187,14.5625,16.25,14.4375,15.5,15.5,2799000
10/31/1983,188,15.6875,15.6875,14.5,14.625,14.625,2200200
11/7/1983,189,14.5625,16.125,13.375,16.125,16.125,3772000
11/14/1983,190,16.25,16.8125,15.6875,16.75,16.75,2747200
11/21/1983,191,16.8125,17.25,16,16.6875,16.6875,1423400
11/28/1983,192,16.6875,17.75,16.4375,16.875,16.875,3629800
12/5/1983,193,16.8125,17.375,16.125,16.375,16.375,2781200
12/12/1983,194,16.375,17,15.8125,16,16,2900800
12/19/1983,195,16.1875,16.625,15.75,16.1875,16.1875,1745200
12/26/1983,196,16.25,17.125,16.25,16.8125,16.8125,1213600
1/2/1984,197,16.8125,18.4375,16.75,18,18,3610000
1/9/1984,198,18.5,18.75,17.5,18,18,5622000
1/16/1984,199,18.0625,18.5625,17.5625,17.625,17.625,2198400
1/23/1984,200,17.5,17.5625,14.5,15.0625,15.0625,4564000
1/30/1984,201,15.125,15.125,13.8125,14.25,14.25,6325600
2/6/1984,202,14,14.1875,12.5625,13.1875,13.1875,5423800
2/13/1984,203,13.25,14.0625,12.8125,13.5,13.5,2369400
2/20/1984,204,13.625,14.9375,13,14.875,14.875,2242000
2/27/1984,205,15,15.25,13.875,14.5,14.5,3914000
3/5/1984,206,14.625,14.6875,13.1875,13.75,13.75,2672600
3/12/1984,207,13.9375,15.875,13.9375,15.25,15.25,4158000
3/19/1984,208,15.125,15.1875,13.8125,13.9375,13.9375,2244800
3/26/1984,209,13.8125,14.8125,13.625,14.25,14.25,1991200
4/2/1984,210,14.625,14.8125,13.375,13.875,13.875,4839000
4/9/1984,211,14,15.6875,13.9375,15.25,15.25,4165800
4/16/1984,212,15.1875,16.6875,14.9375,16.125,16.125,5099000
4/23/1984,213,16.0625,17.25,15.6875,17.125,17.125,4978400
4/30/1984,214,17.1875,17.6875,16,16.125,16.125,4474600
5/7/1984,215,16,16.875,15.875,16.5625,16.5625,3734800
5/14/1984,216,16.4375,16.9375,15.25,15.5,15.5,2947200
5/21/1984,217,15.4375,15.6875,14.75,15.4375,15.4375,3313200
5/28/1984,218,15.625,16.375,14.8125,16.1875,16.1875,2773400
6/4/1984,219,16.375,16.625,15.6875,16.3125,16.3125,2826800
6/11/1984,220,16.25,16.375,14.0625,14.6875,14.6875,5877000
6/18/1984,221,14.6875,16.4375,14.5,16,16,5535000
6/25/1984,222,16.0625,16.1875,14.8125,15.375,15.375,3043600
7/2/1984,223,15.375,15.625,14.9375,15.25,15.25,1811400
7/9/1984,224,15.3125,15.8125,14,14.75,14.75,4911200
7/16/1984,225,14.75,15.0625,13.1875,13.3125,13.3125,5281000
7/23/1984,226,13.0625,14.875,12.5625,14.75,14.75,4155800
7/30/1984,227,14.6875,18.3125,14.0625,17.5625,17.5625,8415400
8/6/1984,228,17.625,19.25,17.125,18.1875,18.1875,9057400
8/13/1984,229,18.125,19.4375,18,19.375,19.375,5006000
8/20/1984,230,19.3125,20.5625,19.1875,20.375,20.375,5014400
8/27/1984,231,20.125,20.4375,19.375,19.6875,19.6875,2592600
9/3/1984,232,19.5,19.875,18.6875,19.0625,19.0625,1903800
9/10/1984,233,18.8125,20,18,19.75,19.75,6774600
9/17/1984,234,19.6875,20.1875,18.1875,18.625,18.625,5202000
9/24/1984,235,18.5625,18.6875,17.1875,17.375,17.375,4936400
10/1/1984,236,17.125,17.6875,16.1875,16.5625,16.5625,5135000
10/8/1984,237,16.5625,17.875,16,17.375,17.375,6432000
10/15/1984,238,17.375,18.6875,17.125,18.0625,18.0625,5205400
10/22/1984,239,18,18.4375,15.3125,15.5625,15.5625,8194600
10/29/1984,240,15.625,16.3125,14.5625,14.8125,14.8125,6298600
11/5/1984,241,14.875,16.0625,14.6875,15.5625,15.5625,5550200
11/12/1984,242,15.5625,15.625,14.5625,14.5625,14.5625,4548200
11/19/1984,243,14.5625,14.8125,13.6875,14.0625,14.0625,3552800
11/26/1984,244,14.25,14.5,13.3125,13.875,13.875,4390800
12/3/1984,245,13.75,14.875,13.5,14.4375,14.4375,4262600
12/10/1984,246,14.25,14.3125,12.6875,13,13,4873000
12/17/1984,247,12.9375,15.25,12.75,14.5,14.5,6972200
12/24/1984,248,14.625,15.125,14.5625,14.8125,14.8125,1861400
12/31/1984,249,14.8125,14.875,14.3125,14.5,14.5,2265000
1/7/1985,250,14.625,15.375,13.1875,15.25,15.25,6951600
1/14/1985,251,15.375,16.625,15.375,16.0625,16.0625,6452000
1/21/1985,252,16.125,17.8125,16.125,17.375,17.375,6361600
1/28/1985,253,17.5,18.1875,16.8125,17.3125,17.3125,4652400
2/4/1985,254,17.3125,18.0625,17.125,17.25,17.25,3428800
2/11/1985,255,17.3125,18,16.25,16.5625,16.5625,4439000
2/18/1985,256,16.5625,16.9375,16.125,16.4375,16.4375,3320400
2/25/1985,257,16.3125,17,15.8125,16.6875,16.6875,3799400
3/4/1985,258,16.8125,16.8125,15.625,16,16,4261000
3/11/1985,259,16.0625,16.4375,15.0625,15.25,15.25,4826800
3/18/1985,260,15.5,16.8125,15.4375,15.8125,15.8125,4516800
3/25/1985,261,15.5,16.75,15.375,16.6875,16.6875,3379000
4/1/1985,262,16.8125,17,15.25,15.625,15.625,1721600
4/8/1985,263,15.75,16.0625,15.0625,15.25,15.25,2789800
4/15/1985,264,15.0625,15.875,14.625,15,15,4023000
4/22/1985,265,14.9375,15.125,14,14.5,14.5,4737600
4/29/1985,266,14.4375,14.4375,13.3125,14,14,4055000
5/6/1985,267,13.6875,15.125,13.25,15.125,15.125,5185200
5/13/1985,268,15.0625,15.0625,13.5625,14.625,14.625,2969000
5/20/1985,269,14.875,15,14.125,14.625,14.625,2826400
5/27/1985,270,14.625,14.6875,13,13.25,13.25,3616800
6/3/1985,271,13.3125,13.4375,12.0625,13.125,13.125,5633600
6/10/1985,272,13,13.8125,11.625,12,12,7478200
6/17/1985,273,11.8125,12.375,11.0625,12.3125,12.3125,5439400
6/24/1985,274,12.3125,13.5,12.125,13,13,4892000
7/1/1985,275,13.0625,13.75,12.875,13.125,13.125,2254400
7/8/1985,276,13.1875,13.875,12.375,13.25,13.25,2883600
7/15/1985,277,13.25,15,13,14.875,14.875,6551600
7/22/1985,278,14.75,15.375,14.3125,14.9375,14.9375,5611200
7/29/1985,279,15,15.4375,14.4375,15.25,15.25,3638000
8/5/1985,280,15.0625,15.0625,14.375,14.4375,14.4375,3237400
8/12/1985,281,14.375,14.375,13.625,14.1875,14.1875,2965800
8/19/1985,282,14.3125,14.5625,13.75,13.8125,13.8125,2397600
8/26/1985,283,13.75,13.9375,13.25,13.25,13.25,2411000
9/2/1985,284,13.25,13.5,12.8125,13.5,13.5,2819000
9/9/1985,285,13.5,13.6875,12.5,13.125,13.125,4085800
9/16/1985,286,13.25,14.0625,12.8125,13.5,13.5,3853000
9/23/1985,287,14,14.125,12.8125,13.4375,13.4375,2113400
9/30/1985,288,13.4375,13.5,11.9375,12.125,12.125,3406600
10/7/1985,289,12.125,12.5,11,12.0625,12.0625,4659600
10/14/1985,290,12.125,12.6875,12.125,12.3125,12.3125,4078000
10/21/1985,291,12.3125,12.75,12.0625,12.0625,12.0625,4757000
10/28/1985,292,11.8125,12.125,11.625,12.0625,12.0625,3149200
11/4/1985,293,11.875,12.4375,11.375,12.25,12.25,4562800
11/11/1985,294,12.3125,13.25,12.0625,13,13,5025000
11/18/1985,295,13,13.875,12.8125,13.5,13.5,6394000
11/25/1985,296,13.375,13.9375,13.125,13.9375,13.9375,2678600
12/2/1985,297,13.875,15.125,13.5,14.9375,14.9375,6137200
12/9/1985,298,15,15.5625,14.6875,14.75,14.75,4983800
12/16/1985,299,14.875,15.1875,14.25,14.4375,14.4375,3848400
12/23/1985,300,14.4375,14.625,14,14.625,14.625,2016800
12/30/1985,301,14.625,14.6875,14.1875,14.375,14.375,2063200
1/6/1986,302,14.4375,14.5625,13.375,13.5,13.5,3523600
1/13/1986,303,13.375,14.6875,13.1875,14.5,14.5,3975200
1/20/1986,304,14.4375,14.875,13.9375,14.5625,14.5625,3731000
1/27/1986,305,14.5625,14.625,13.4375,13.6875,13.6875,2691400
2/3/1986,306,13.625,15.125,13.4375,14.875,14.875,8956000
2/10/1986,307,14.9375,16.125,14.9375,15.375,15.375,6779600
2/17/1986,308,15.4375,16.4375,15.375,16.25,16.25,3008800
2/24/1986,309,16.3125,16.375,15.375,15.5625,15.5625,2868400
3/3/1986,310,15.4375,15.5625,14.4375,14.625,14.625,3658000
3/10/1986,311,14.5625,16.75,14.5,14.625,14.625,4032400
3/17/1986,312,15.5625,15.9375,14.8125,14.875,14.875,2620200
3/24/1986,313,14.9375,15.1875,14.3125,14.625,14.625,2645800
3/31/1986,314,14.5,14.5,13.5,13.9375,13.9375,3911600
4/7/1986,315,13.9375,15.625,13.875,15.125,15.125,4617600
4/14/1986,316,15,15.4375,14.8125,15,15,3369400
4/21/1986,317,15.125,15.6875,14.75,15.4375,15.4375,4728200
4/28/1986,318,15.5625,15.75,14,14.0625,14.0625,3761800
5/5/1986,319,14.0625,14.4375,13.625,14.125,14.125,3690200
5/12/1986,320,14.1875,14.25,12.9375,13.0625,13.0625,3203800
5/19/1986,321,13.0625,13.4375,12.25,12.375,12.375,3571000
5/26/1986,322,12.625,13.6875,12.1875,13.3125,13.3125,3833800
6/2/1986,323,13.25,13.3125,11.8125,12,12,3662000
6/9/1986,324,12,12.5,11.625,11.6875,11.6875,3351400
6/16/1986,325,11.8125,11.9375,10.1875,10.875,10.875,6027800
6/23/1986,326,10.875,10.9375,10.1875,10.5625,10.5625,4217000
6/30/1986,327,10.6875,10.6875,9.625,9.75,9.75,3038000
7/7/1986,328,9.75,9.8125,8.75,8.75,8.75,4704400
7/14/1986,329,8.4375,8.4375,7.125,7.1875,7.1875,7153200
7/21/1986,330,7.1875,7.6875,7.0625,7.5625,7.5625,5121400
7/28/1986,331,7.5,8.25,7.25,7.75,7.75,4202000
8/4/1986,332,7.75,7.8125,7.1875,7.8125,7.8125,2624000
8/11/1986,333,7.8125,8.5,7.8125,8.3125,8.3125,3836000
8/18/1986,334,8.25,9.0625,7.9375,9.0625,9.0625,3968000
8/25/1986,335,9.5,9.9375,9.25,9.6875,9.6875,4822800
9/1/1986,336,9.625,9.9375,9.3125,9.875,9.875,4566800
9/8/1986,337,9.875,10.1875,8.75,8.75,8.75,4310400
9/15/1986,338,8.75,8.9375,8.4375,8.5625,8.5625,3373400
9/22/1986,339,8.5,8.9375,8.125,8.25,8.25,3834200
9/29/1986,340,8.125,8.125,6.75,7.25,7.25,5646800
10/6/1986,341,7.3125,7.4375,6.4375,7,7,4220600
10/13/1986,342,7.125,7.5,7.0625,7.0625,7.0625,1539000
10/20/1986,343,6.9375,7.375,6.5625,7.1875,7.1875,2527200
10/27/1986,344,7.125,7.1875,6.875,6.875,6.875,1403600
11/3/1986,345,7,8.125,7,8,8,4665200
11/10/1986,346,8,8.25,7.75,7.8125,7.8125,3010600
11/17/1986,347,7.8125,7.9375,7.4375,7.8125,7.8125,1747400
11/24/1986,348,7.875,8.1875,7.625,7.8125,7.8125,1503800
12/1/1986,349,7.625,8.4375,7.625,7.8125,7.8125,3091000
12/8/1986,350,7.875,7.875,7.1875,7.25,7.25,1654400
12/15/1986,351,7.25,7.375,7.125,7.125,7.125,2114400
12/22/1986,352,7.125,7.1875,6.6875,7.0625,7.0625,1995800
12/29/1986,353,7.0625,7.0625,6.6875,7,7,1550000
1/5/1987,354,6.9375,7.75,6.875,7.625,7.625,4036800
1/12/1987,355,7.5625,9.375,7.5,8.6875,8.6875,10295400
1/19/1987,356,8.8125,9.375,8.5625,8.6875,8.6875,6954200
1/26/1987,357,8.625,9.1875,8.25,8.75,8.75,5024600
2/2/1987,358,8.75,11.75,8.6875,11.1875,11.1875,14072400
2/9/1987,359,11.1875,11.375,10.1875,11,11,9103200
2/16/1987,360,10.9375,12.25,10.625,10.875,10.875,7804200
2/23/1987,361,10.5,11.1875,10.25,10.875,10.875,5922200
3/2/1987,362,11,11,10,10.5,10.5,5795800
3/9/1987,363,10.4375,10.9375,10.0625,10.25,10.25,3370600
3/16/1987,364,10.3125,11,10.125,10.625,10.625,4336400
3/23/1987,365,10.625,10.8125,9.5625,9.9375,9.9375,6498600
3/30/1987,366,9.625,10.4375,9.375,10.375,10.375,5430200
4/6/1987,367,10.625,10.625,9.75,10.5,10.5,5646000
4/13/1987,368,10.4375,10.5,9.75,10.1875,10.1875,3351200
4/20/1987,369,10.1875,10.75,9.875,10.6875,10.6875,3699200
4/27/1987,370,10.5,12.125,10.3125,11.4375,11.4375,14560000
5/4/1987,371,11.4375,11.75,10.8125,10.875,10.875,6115000
5/11/1987,372,11,11.375,10.625,10.6875,10.6875,4808400
5/18/1987,373,10.5625,10.625,10,10.0625,10.0625,2973200
5/25/1987,374,10.125,10.875,10.125,10.8125,10.8125,3493800
6/1/1987,375,10.875,11.125,10.25,10.375,10.375,2983600
6/8/1987,376,10.4375,11.0625,10.25,10.375,10.375,4644400
6/15/1987,377,10.375,10.4375,9.8125,9.9375,9.9375,4199600
6/22/1987,378,10,10.125,9.0625,9.4375,9.4375,6923400
6/29/1987,379,9.4375,9.6875,9.375,9.5625,9.5625,2129000
7/6/1987,380,9.5,9.625,8.6875,9.125,9.125,5051600
7/13/1987,381,9.0625,9.4375,8.6875,8.8125,8.8125,5901200
7/20/1987,382,8.75,8.9375,8.375,8.6875,8.6875,4440600
7/27/1987,383,8.75,9.1875,8.5625,9.0625,9.0625,3059800
8/3/1987,384,8.9375,10.1875,8.875,10.125,10.125,6485800
8/10/1987,385,10.3125,10.625,10,10,10,13033600
8/17/1987,386,10.0625,10.9375,9.625,10.6875,10.6875,5992000
8/24/1987,387,10.9375,11.6875,10.8125,11,11,8407400
8/31/1987,388,11.0625,11.125,10,10.125,10.125,3711000
9/7/1987,389,10.1875,11.0625,9.6875,10.8125,10.8125,4725400
9/14/1987,390,10.875,10.9375,10.0625,10.125,10.125,2670200
9/21/1987,391,10.25,11.5,10.0625,10.9375,10.9375,5900400
9/28/1987,392,11.25,12.375,10.9375,12.3125,12.3125,11101600
